gene_symbol,gene_length_bp
MRPS36P4,298
RPS12P21,395
RPS6P16,655
PLET1,1541
ST13P10,1082
RNU6-1025P,104
MUC6,8438
MUC2,12667
MIR4298,73
MIR7847,103
LINC01150,1299
MIR675,73
OR4C50P,930
OR4C46,930
OR4C7P,919
OR4R2P,597
OR4A4P,930
OR4A3P,871
OR4A2P,913
OR52L1,1094
KRT18P58,1120
RNA5SP329,119
OR56A7P,941
OR52X1P,914
OR56B4,1152
OR56B3P,947
OR52L2P,990
OR52Z1,951
OR5AK1P,922
OR5BQ1P,315
RNU6ATAC12P,115
LOC100419058,844
OR8B7P,919
OR8B6P,880
OR8B5P,910
OR8C1P,925
OR8X1P,869
OR8A2P,952
OR8B10P,932
OR8A3P,286
LOC100421985,835
OR8A1,6088
MIR1343,84
CD44-AS1,587
OR52Q1P,682
GUCY1A2,16306
RNU6-1306P,99
RNU6-45P,107
COX8A,494
LOC124902815,79
MIR3165,75
RPEP6,626
PHOX2A,1784
LOC401703,712
COX6CP18,222
KCNQ1DN,1093
SNORA54,123
RPL23AP65,468
RPL21P97,483
RN7SKP50,315
LINC02709,2632
LOC101928008,586
RNU7-28P,62
RNU6ATAC33P,126
MIR4485,57
MIR7154,73
FREY1,760
FBLIM1P2,879
MIR4688,83
FGFR3P2,484
FAM76B,6031
RNA5SP345,108
RPL32P25,406
CCDC85B,963
C11orf68,1704
DRAP1,1722
LOC100420020,653
CST6,592
CATSPER1,2649
CNIH2,2078
TMEM151A,2538
CD248,2551
BRD9P1,560
RNU1-84P,164
PACS1,9587
LINC03144,462
MIR611,67
MIR1908,80
MIR6746,63
RNU6-1243P,107
MYOD1,1803
KCNC1,14417
LOC100422382,1060
NXPE2P1,726
LOC124902825,104
LOC100132172,1440
RN7SL828P,303
HSPE1P18,280
MTMR2,13952
LOC124900313,154
PRR13P3,376
OR5AK4P,903
OR5AO1P,300
OR5BP1P,546
LRRC55,5410
PRG3,869
FKBP2,1390
OR7E126P,888
MIR6124,85
CARS1-AS1,2683
RNU1-91P,163
LINC02701,3252
MRGPRD,966
ALG1L9P,8892
DEFB108B,666
RNA5SP342,50
DEFB131B,213
LOC114841035,1655
LPXN,2467
SCN4B,5649
MIR6755,66
LOC100289518,742
SETP17,817
RN7SL225P,298
CCDC81,4544
PTP4A1P6,478
ALG9-IT1,684
GNG5P3,207
CFAP68,3514
RPL37AP8,276
LOC100533643,1252
IMMP1LP1,488
RN7SL596P,288
ATP5MGP1,277
SRP14P2,349
HIGD1AP5,259
MRGPRX12P,979
MRGPRX4,1444
GLTPP1,622
MRGPRX13P,681
SAA2-SAA4,743
RNA5SP333,118
ST13P5,1110
RNA5SP334,118
OR7E5P,706
OR5F1,945
OR5F2P,941
OR5J1P,939
OR8I4P,141
OR5BN2P,618
OR8H3,939
OR5BN1P,829
OR8K4P,872
OR8K5,924
OR5J7P,422
OR5J2,939
OR8V1P,873
OR4V1P,1140
OR4P1P,1136
OR5D2P,929
VN2R9P,953
OR9L1P,933
OR9I3P,942
OR9I2P,903
OR5BL1P,624
OR10Q1,1037
OR9G3P,918
MIR6128,109
OR9G2P,880
OR5G1P,946
OR5G4P,760
OR5G3,944
NAA50P1,501
OR8J2,2883
OR8I1P,931
FAM8A2P,1142
OR8K2P,927
RPL5P29,894
OR5BB1P,939
OR4D8P,930
OR4D11,936
OR4D7P,942
OR5B1P,928
OR5B15P,904
TMEM230P2,259
OR8U1,930
OR8L1P,955
OR5AL2P,920
OR5AL1,985
OR8U3,975
OR5M4P,925
OR5M9,933
LOC100128210,653
OR5M7P,972
LOC100129607,623
OR5M6P,937
OR5M5P,936
MIR210,110
SCT,526
DRD4,1501
PANO1,1680
LINC02547,3308
OR4A11P,906
OR4A12P,918
OR4A9P,944
OR4X7P,192
OR4A10P,928
OR4A17P,904
OR4A13P,942
OR4A50P,908
RPL7AP55,711
RNU6-943P,98
OR10G6,999
OR10G5P,358
OR10G9,936
OR10D5P,915
MIR130A,89
MIR6748,71
MIR6514,70
RNU6-118P,102
RNU2-2,191
SNORD22,126
SNORD30,70
LOC124900306,125
SNORD28,75
SNORD27,72
SNORD26,75
SNORD25,69
YPEL4,4460
RN7SKP243,309
MIX23P5,432
DPPA4P3,898
LOC100421622,1180
RNA5SP343,107
LOC124902824,139
RN7SKP239,295
CLCF1,1836
RNU6-1238P,102
PTPRCAP,907
GPR152,1429
COX6CP5,228
CASC23,1594
TUB-AS1,2021
RN7SL351P,248
RPL35AP26,321
KIRREL3-AS1,586
SNORD97,142
LINC02752,2009
LOC101929227,6314
HMGB1P42,553
TBCEL-TECTA,2888
FSHB,1953
MIR3166,92
GAPDHP70,1045
GRM5-AS1,4837
KRTAP5-1,942
KRTAP5-2,1118
KRTAP5-3,899
FAM99B,1067
KRTAP5-6,561
PRADX,2015
LOC124900311,140
ACTN3-AS1,580
MIR4487,73
RN7SL652P,300
RNU5E-10P,118
RNA5SP340,107
YPEL5P2,359
P4HA3-AS1,2157
HNRNPA1P40,1278
MIR548AL,97
CYCSP27,293
LIPT2,2371
RNA5SP341,117
RN7SKP259,333
RN7SL605P,281
RTN4RL2,2408
UBE2L6,2062
RPS4XP13,789
PPIAP42,487
SCN2B,5353
OR8G3,1344
C11orf71,2203
TECTA,8310
SNX19,17308
CABP4,5218
MIR6503,86
MS4A13,1310
LOC100421658,1127
MMP10,1759
KRT8P26,1276
CFL1,5865
TUBB4BP4,304
NDUFB11P1,465
PGAM1P9,755
RPS3AP42,784
LINC02746,1791
SNRPGP16,226
MTNR1B,2025
RPL26P31,433
MMP1,2738
RPL12P30,499
RPS3AP41,778
SNRPCP14,205
PATE1,2362
PATE2,1666
PATE3,1320
PATE4,2885
LINC03136,1498
NAP1L1P1,1063
RNU4-86P,219
LOC124902827,104
TMEM132A,7274
RNU6-933P,107
LINC02954,859
OR7E117P,1112
CHRNA10,2703
RNU6-1143P,104
RNU7-50P,62
MIR4687,80
PPIAP40,490
HNRNPA1P76,848
RPS29P20,171
RRM1-AS1,346
TEAD1,10700
LOC124900312,172
SHANK2-AS3,1683
MIR3664,99
RPS28P7,210
FAM181B,3925
RBMXP3,1156
EIF2S2P6,915
RPL7AP54,794
SNORA70E,135
LINC02951,436
COX5BP4,382
WBP1LP10,364
OR4F2P,938
CICP23,2741
SCGB1C1,435
MIR6743,71
NLRP6,3194
IFITM5,736
RN7SL838P,295
OR8R1P,764
SF3A3P2,1507
RNU1-21P,163
OR6M3P,700
DLG2-AS2,2112
LOC100420800,1602
LDHAL6DP,693
HNRNPA1P72,967
RPL9P22,573
HNRNPCP6,871
LOC100419092,498
RNU6-1292P,107
TMEM126B,2416
CCDC89,2348
RNU6-126P,103
RPL21P95,474
KCTD14-AS2,686
KCTD14,1899
NDUFC2-KCTD14,826
RPL21P94,479
DCHS1,10783
OMP,492
MIR1260B,89
RNA5SP346,121
ELOBP2,355
RPL34P21,287
RNA5SP330,96
C11orf16,2607
MIR5691,68
KRT8P41,1514
PRR13P2,406
SNORA23,182
PGA3,5039
PGA5,2776
LRRC10B,2270
MIR6747,61
MTA2,4261
ROM1,1977
INTS5,3285
C11orf98,879
SNORA57,149
HNRNPUL2-BSCL2,4001
RN7SL259P,253
TP53AIP1,3445
DEUP1,4227
MRGPRX3,1690
OR5AN1,8502
OR51L1,7300
OR8J1,1332
OR8D4,3175
OR4S2,2211
OR4C6,1119
OR8H2,3092
OR4D9,6274
OR52N5,2788
OR56A4,3934
OR52A5,4039
OR8D1,8507
OR5B3,1046
OR52A1,6178
OR5A2,9445
OR10G7,3449
OR52N1,2545
OR5B2,2234
OR5M3,1400
OR8B8,3971
CASP4,6665
CASP1P1,212
OR2AL1P,507
CENATAC-DT,1506
RPL23AP64,435
HYOU1-AS1,667
NHERF4,3827
RNU6-262P,116
MIR6756,63
LOC124900316,117
MIR6752,71
CABP2,1488
RPL37P2,287
OR7E145P,973
OR7E11P,952
EVA1CP4,374
PTTG1P2,601
TUBAP7,1342
RPL29P22,459
LOC644169,686
OR10A4,995
OR9G1,3611
OR4D10,2482
NCR3LG1,6364
SDHCP4,510
RPL29P21,454
RPS2P40,873
OTOG,10823
OR5P4P,917
OR5P1P,925
BUD13-DT,419
APOA4,1471
RNY4P6,96
RPS27P19,255
OR56A3,4832
OR51M1,4099
OR51I2,3302
OR52K2,1067
OR52K1,5456
OR52M2P,959
CCDC87,2888
RNU4-39P,127
RBM14-RBM4,2577
RN7SL12P,290
C1QBPP2,825
FTLP6,422
RNU6-874P,105
ZNF123P,1196
OR52M1,954
C11orf40,654
OR5M13P,937
OR5M1,4302
OR5AM1P,1032
OR5M12P,929
OR5AP1P,940
OR51F2,1136
OR8B3,2170
OR8B2,1093
OR10A3,2650
OR10A2,5390
OR5A1,8612
OR51G2,3326
OR51A7,2192
OR52E4,2947
OR5T1,1471
OR6A2,4295
OR51D1,3623
OR51E1,3612
OR2AG2,4224
OR10G8,1115
OR51A4,4393
MIR6754,66
KRTAP5-7,1403
KRTAP5-8,1185
KRTAP5-9,1189
KRTAP5-10,1173
KRTAP5-13P,255
KRTAP5-14P,121
OR7E87P,929
OR7E4P,1013
VPS51P11,377
OR8J3,3806
LOC107984365,250
OR5AZ1P,943
OR5BD1P,817
CYCSP26,320
RNU6-899P,107
OR51A9P,911
OR51E2,2907
OR10G4,3623
YWHABP2,713
SPTY2D1,5899
SRSF3P1,499
SEC14L1P1,2181
ACCSL,1867
ALX4,5727
SNORA3A,130
SNORA3B,131
MMP3,1854
MMP12,1822
BOLA3P1,355
RNU7-159P,62
RPL21P96,476
MTCO3P15,574
MTATP6P15,835
MTCO2P15,656
MTCO1P15,1526
MTND2P26,1029
MTND1P36,936
SYT13,5445
PIDD1,5855
RSF1,15579
OVCH2,2145
OR4D5,957
OR5D18,942
OR8K1,960
OR8I2,933
OR5AR1,933
OR4A16,987
OR8G5,1680
PGA4,4784
OR9Q2,3774
OR5AS1,7860
OR2AG1,6993
OR52N4,1329
OR8G1,5055
OR4C15,1113
OR51T1,1065
OR8D2,936
OR5M10,948
OR6T1,972
OR6X1,939
OR8B12,2082
OR8B4,930
OR5M11,918
OR5M8,936
OR6M1,942
OR4C11,2737
OR9I1,3184
TBX10,1751
OR56A1,8518
OR5B21,1299
OR10AG1,2814
OR51I1,945
OR51B2,939
OR52H1,1150
OR5T2,2062
CCDC73,7404
OR5AP2,951
OR4D6,945
MIR3167,85
KIRREL3-AS3,1768
CYCSP29,318
RNU6-654P,107
ARHGAP20,7139
DCDC1,13160
NTM,6956
GDPD4,3188
OR2AT1P,743
ZDHHC20P3,336
TPBGL,2931
RPL36AP37,321
SNORD14A,91
SNORD14B,90
RNU6-593P,112
RPL34P24,290
IFT46,3773
RPL5P30,891
RNU6-1157P,106
MIR6716,80
SMTNL1,1695
MMP26,1738
OR51S1,972
TMA16P1,618
GLYATL2,1758
MIR612,100
MASCRNA,57
SNRPGP19,189
KCNK7,1582
MIR4690,60
MIR4489,62
RN7SL309P,286
MS4A4E,2794
OR5P2,969
LINC02753,1995
RNU6-1175P,107
H2AZP4,377
MIR548K,116
VSIG10L2,5148
AGBL2,5477
PGR,14692
KRTAP5-4,1181
KRTAP5-11,1401
CIMAP1A,3087
LDHAL6A,2587
TRIM3,6710
TNNI2,1088
OR8H1,2933
MYBPC3,4268
CNTN5,9064
NAV2,15162
ARPC3P3,549
GPR83,4277
C11orf91,916
SPICP1,742
OR10A6,6104
OR5B12,1371
OR51V1,948
OR8K3,2438
OR9G4,2608
H2AX,1592
APLNR,3674
HTR3B,4709
IFITM2,1606
OR5P3,1193
MIR3159,74
SAA1,1062
MIR4491,68
POU2AF1,6996
RNU2-60P,128
LOC100132078,2587
MIR34B,84
MIR34C,77
RN7SKP273,314
BTG4,2331
TMEM86A,4243
IGSF22,4834
MRGPRX8P,778
MTHFD1LP1,1718
MRGPRX6P,988
MRGPRX5P,961
MRGPRX11P,961
MRGPRX10P,958
MRGPRX9P,742
MRGPRX2,2072
MRGPRX1,1639
PTP4A2P2,502
OR5T3,969
OR52E5,2244
IZUMO1R,1552
TAF10,5819
ASCL3,627
OR51F1,960
RNA5SP350,111
RPS17P15,349
POU2AF2,1344
POU2AF3,2068
RPS2P39,668
RNF26,2783
C1QTNF5,1537
MFRP,4096
THY1-AS1,632
DUXAP5,529
IFITM9P,396
LINC02956,2424
DNAJB6P5,720
FGF4,3165
CXCR5,4293
MIR4492,80
UPK2,1124
RN7SL688P,275
FOXR1,1228
SLC22A25,10252
NLRP10,4439
GLYATL1,5440
SMIM35,3852
LOC124900315,131
PCF11-AS1,1516
CKS1BP4,236
RPL32P24,400
MISFA,2283
LBHD1,3726
PAX6,20639
CCDC83,2359
PTPRJ-AS1,301
GAB2,6775
NARS2-AS1,717
RNU6-311P,102
INS-IGF2,1826
MIR483,76
IGF2-AS,2869
INS,656
MIR4686,76
ASCL2,1485
RNU6-878P,110
NXPE2,1868
ARL2-SNX15,2392
SAC3D1,1772
NAALADL1,4048
CDCA5,3901
CATSPERH,4197
ZNHIT2,1299
MIR6751,63
HIGD1AP10,282
RNU2-23P,195
PDCL2P2,189
CAPN1-AS1,1791
ANKRD33BP8,1178
TRIM64B,1653
TRPM5,5722
MTND1P35,508
TRIM49D1,2579
TRIM49D2,1651
ANKRD33BP9,1677
TRIM53AP,1544
TRIM49C,2163
ANKRD33BP10,1459
TRIM64,1653
FXYD6-FXYD2,782
DNHD1,19629
NRIP3,5138
AKR1B1P3,588
RN7SL188P,285
RN7SKP90,335
PIWIL4,4498
FUT4,5975
SPDYC,1042
VPS51P5,339
XNDC1N-ZNF705EP-ALG1L9P,4691
MTRF1LP1,679
RPS29P19,171
CLDN25,690
LRRC37A13P,287
ISG20L2P2,1030
RNU6-1107P,104
KRT8P7,1432
NECTIN1,7817
RNU6-1123P,106
NECTIN1-AS1,559
OR5AK3P,930
OR5AK2,930
MOB2,4537
KRTAP5-5,1156
ST13P11,720
KDM4D,2951
LOC100420801,675
KDM4E,2339
LOC100420802,697
LOC100420803,703
SRSF8,4307
BUD13P1,1489
SESN3,10578
BGLT3,993
RAG1,8069
RAG2,3502
RCE1,3001
RNU7-23P,62
MIR3163,73
C11orf86,1195
SLC37A4,6510
ANKRD33BP2,3707
TRIM51CP,1357
TRIM49B,2162
ANKRD33BP3,1444
TRIM64C,1353
UBTFL7,1191
RNU6-46P,107
RPS3AP40,781
VPS51P17,355
OR7E1P,958
MIR7113,59
MIR4691,85
MIR6753,164
NDUFA3P2,232
NDUFAF2P2,510
DDX18P5,1306
RN7SL778P,297
MIR548L,86
TCIRG1,4598
ZNF705EP,975
CYCSP28,321
PTPRJ,9737
MIR3161,77
OR4B1,930
OR4B2P,882
OR4X2,912
OR4X1,918
OR52E8,942
RSF1-IT1,632
RIC3,9139
ALDH3B2,3607
OR51C1,1466
OR10D3,3648
OR4A15,945
TSGA10IP,2030
OR5D3,3685
OR51B5,3965
OR10S1,1121
RASSF10,2804
MIR6745,127
CBL,11718
KMT5B,9530
MIR129-2,90
RPL23AP63,471
PHB1P2,806
C11orf96,1242
CASP12,1786
RN7SKP151,316
PTH,931
HMGN2P36,409
FAR1-IT1,368
RPL39P26,158
CENPUP1,1202
RNA5SP331,107
RN7SL239P,300
RNU6-216P,104
OR2AT2P,905
NPM1P50,867
HSPD1P13,1639
RNU4-55P,137
RNU6-277P,106
AASDHPPT-AS1,1247
MSANTD2,4534
ROBO3,6981
RN7SKP287,266
PPIAP41,480
CTBP2P6,1229
MIR670,98
OR52P1,963
PIGCP1,895
LINC00294,3306
RPL29P23,442
OR8G2P,935
RNU6-256P,97
MIR125B1,88
BLID,876
MIRLET7A2,72
MIR100,80
RNU4ATAC10P,122
RNU4ATAC5P,126
NRXN2,14002
GRM5P1,3631
NOX4P1,1035
OR4C1P,937
OR9M1P,921
GTF2IP15,184
TRIM51HP,1823
TRIM64DP,1365
FOLH1B,4162
OR51F5P,942
OR51A8P,940
OR51H2P,906
OR52A4P,958
HBBP1,439
OR52B5P,951
OR10N1P,869
OR8B1P,918
OR8B9P,925
DEFB130C,237
SLC25A51P4,3847
OR5AQ1P,927
OR5BE1P,939
OR5G5P,939
OR2AH1P,928
OR5M2P,936
EEF1A1P49,925
ENPP7P8,1345
OR6M2P,871
GUCY2EP,1918
CARD17P,1198
OR10AB1P,938
OR5BA1P,982
GLYATL1P2,902
OR7E14P,1000
TSSC2,10783
FAM86C2P,8504
SEPTIN7P11,7236
CASP4LP,6030
FAUP4,2976
FAM86C1P,992
OR52B1P,909
OR52B2,972
C11orf42,1154
RANP3,276
RN7SKP297,282
CHRDL2,3114
MIR4696,70
RPL36AP38,319
XRRA1,9086
TRIM66,16410
CALCP,212
CALCA,2174
OR7E41P,1024
EIF4G2,8485
OR4C9P,925
OR4R1P,463
OR4A47,930
OR4A48P,391
OR4A46P,933
OR4A40P,948
OR4A43P,908
OR4A45P,901
OR4A41P,928
OR4A42P,938
OR4A44P,948
MIR6090,60
ETS1-AS1,1387
DLG2,28206
EXPH5,10944
POGLUT3,7025
MPZL3,3983
MS4A10,2311
HEPN1,1428
TEX54,521
NTM-IT,373
OPCML,7628
LOC124902819,79
OPCML-IT2,398
OPCML-IT1,2936
MIR3160-1,85
MIR3160-2,81
MIR5582,68
LOC124900314,108
SNORD67,111
SLC25A1P1,927
RNU6-560P,108
FNTAP1,1135
MOB4P2,586
OR7E2P,889
FZD4,7387
HNRNPCP8,888
XIAPP2,1852
LOC101929104,409
LOC124902803,347
QSER1,10908
OR4S1,930
OR4C3,1036
OR4C4P,931
OR4C5,981
OR4C2P,1064
OR4C10P,931
TRIM77BP,1353
UBTFL9,1148
MS4A18,2318
OR51H1,1038
RPL15P15,606
OR52K3P,943
OR52I1,975
NPAS4,3393
OR56A5,942
OR4C12,1063
OR4C48P,898
OR4C45,921
OR4C49P,900
RNU6-592P,103
GLULP3,1043
SSU72L5,1071
SSU72L2,1066
SSU72P6,488
SSU72L4,1102
SSU72L3,1075
SSU72L1,1101
OR52B4,1124
OR52B3P,928
OR51R1P,952
OR52P2P,955
MIR3164,83
RNA5SP535,107
YAP1-DT,631
RPS6P17,747
RNU6-952P,108
MMP20,2554
NCAM1,12695
RNU7-187P,68
NCAM1-AS1,5794
TTC12-DT,1195
ANKK1,2608
MIR4301,66
RNU2-35P,142
ACRV1,1963
WTAPP1,3331
KRT18P59,1231
UNC93B6,1143
MTCH1P2,943
ZNF75CP,1532
RPL26P30,435
PGAM1P8,453
ATF4P4,1049
SRSF8BP,975
RPL31P46,379
RPLP0P2,5199
THEM7P,672
OR55B1P,1014
ACTE1P,3824
SLC22A20P,4330
DOC2GP,1163
COX8BP,113
OR1S2,939
OR1S1,1474
OR52I2,6672
OR4P4,2086
OR2AT4,8795
TMX2-CTNND1,6239
RN7SL23P,275
MIR4488,62
RNU6-376P,106
HNRNPA3P9,979
LRTOMT,3830
MIR3920,86
KIAA1191P2,915
PLS1P1,1663
LOC124900307,71
TFAMP2,738
RPSAP50,852
ZC3H12C,9688
OR6Q1,954
KLC2-AS1,479
KLC2-AS2,272
YIF1A,2392
ABCC8,27254
CTR9,5998
ANO1-AS1,646
ATP5PBP5,760
BSX,944
SAE1P1,1024
RPL34P23,358
RPS26P43,299
RPL31P47,241
SNORD14E,85
SNORD14D,87
SNORD14C,88
LOC124900305,134
PHB1P17,541
LGR4-AS1,2593
LIN7C,4842
BDNF-AS,12443
MIR8087,78
RNA5SP339,122
CBX3P1,554
HSP90AA2P,2196
MIR610,96
ATP5MGP8,298
RPL12P46,195
LOC124902826,104
LOC100420680,651
PSMA2P1,646
HMGB3P25,562
LINC02757,4028
LRRC32-AS1,1559
LINC00958,5770
RASSF10-DT,1558
RNA5SP336,117
LOC100631258,1177
RNA5SP337,109
MAML2,7121
AKTIPP3,555
MED28P5,438
LINC02553,734
RNA5SP347,119
LIPT2-AS1,2493
MIR6073,89
BACE1-AS,5002
CD3D,7946
RPL7AP79,792
CD82-AS1,543
RPL34P22,318
PHLDA2,920
CD81-AS1,1542
BEST1,8688
RPS2P37,852
EEF1DP8,536
SCGB1D1,453
SCGB2A1,520
SCGB1D2,455
SCGB2A2,1509
SCGB1D4,446
NPM1P35,868
NUMA1-AS1,4233
RNU6-1135P,103
MTCYBP41,1123
PCNAP4,730
NAV2-IT1,506
RNA5SP335,110
HMGB1P40,540
SLC6A5,6920
MIR670HG,5373
LOC283299,3724
LOC124906938,706
LMNTD2-AS1,2425
TTC36-AS1,2868
ALKBH3-AS1,2784
MIR194-2HG,4808
KCTD21-AS1,8532
BBOX1-AS1,5623
LOC124902651,845
LINC02873,5149
LOC105376650,993
LINC02749,787
LINC02748,2035
LOC107984399,2427
LINC02713,2593
MIR34BHG,1260
LOC101929174,5683
ARL14EP-DT,1819
KIRREL3-AS4,1148
LINC02711,1002
LOC101928053,4549
LINC02751,6333
LOC105376567,2474
LOC124902744,1641
LINC02702,1104
LINC02727,2029
SBF2-AS1,5902
LINC02548,2762
LOC105376613,457
NTM-AS2,5075
LRP4-AS1,2366
LINC02688,4426
GALNT18-AS1,1415
LOC124902649,1447
LOC124902723,603
LOC105369558,493
LOC124902609,2843
LINC02551,3495
LINC02720,1857
LINC02755,5469
LOC105376654,5965
LINC02546,3356
LINC03096,597
ANO3-AS1,1896
RIC3-DT,4099
LOC124902788,1569
LOC124902727,395
DISC1FP1,5137
LOC100507384,7956
LINC02699,1457
LINC02734,1253
LOC105378956,3232
LOC105376627,3421
LINC02712,1121
LOC105369350,603
LINC02685,1604
PNCRNA-D,1162
NELL1-AS1,805
DHCR7-DT,820
LINC02682,4613
LOC107984322,1110
ESAM-AS1,2896
LINC02744,2284
LOC105369527,2253
LINC01493,3179
LOC105369488,1342
LOC101929918,3362
LINC02743,6108
LINC00900,5969
LOC105369496,1573
LINC02764,2391
APOA1-AS,1197
LOC101929208,603
LINC02552,17026
PIWIL4-AS1,3118
LINC02700,4288
ZNF143-AS1,1155
TMEM123-DT,1470
LOC105369363,2176
LOC124902759,1859
HNRNPKP3,3976
LOC105369392,1184
UVRAG-DT,4893
DGAT2-DT,1693
NTM-AS1,6281
IGSF22-AS1,1640
B3GAT1-DT,12122
LINC02584,2273
ZBTB44-DT,6821
LOC105369574,4826
LOC105369577,893
LINC02726,899
LINC02717,6266
LINC02687,12271
ANKRD42-DT,3564
CHRM1-AS1,1199
MMP20-AS1,1756
NRIP3-DT,6466
TMEM9B-AS1,6674
LINC02098,986
LINC02725,2606
LINC02550,4314
LOC102723966,1169
SLC39A13-AS1,3986
LINC02489,1513
LOC102723575,3593
DDX25-AS1,1281
LOC105369515,706
LINC02703,1917
LOC107987165,2010
LINC02742,4492
CSRP3-AS1,3167
LOC124902606,3314
LOC124902694,2074
NAV2-AS2,2525
LINC02719,411
LINC02760,483
CTTN-DT,4327
KRTAP5-AS1,3461
CCDC15-DT,3002
LINC02704,2539
LINC02683,1382
LOC107984385,501
LOC105369576,2596
SHANK2-AS1,4931
LINC02756,3111
NTM-AS3,1014
FZD4-DT,5337
LNCRNA-IUR,14780
LINC02759,2368
LINC02689,2116
GSEC,4197
TIRAP-AS1,1618
CHKA-DT,2185
IRAG1-AS1,3302
LOC100652768,1671
ACER3-AS1,814
DENND2B-AS1,1322
LOC107984308,579
LOC112268073,1832
TPBGL-AS1,5703
LINC02714,6902
LINC02718,2351
LINC02690,5422
LINC02716,1628
CCDC90B-AS1,3059
LINC02710,2838
LOC101928940,4801
PDGFDDN,4621
LINC01495,2472
LOC105376588,1139
LOC124902771,3991
NECTIN1-DT,5047
LNC-RHL1,1004
SF1-DT,479
CADM1-AS1,908
LOC105376556,1073
LINC02151,2284
LINC02741,3096
MIR4300HG,4713
LINC02686,708
LINC02684,2032
LOC105369366,604
LOC101927495,3487
LOC338694,1210
LOC105376636,1324
LOC107984373,2879
LINC01499,5225
FAM99A,3300
ELP4-AS1,6915
MIR210HG,2384
GLTC1,874
LOC105376642,548
LINC02698,1092
MAP6-AS1,2568
LOC101929473,15883
MYRF-AS1,3513
LINC02737,4129
JRKL-AS1,2487
LOC102723879,1321
MSANTD2-AS1,10474
ARHGAP42-AS1,1879
NAV2-AS4,1381
ZBED5-AS1,8730
LOC124902629,4906
LOC105369545,577
LOC124902665,740
LINC00678,4617
MPPED2-AS1,5676
LOC102723838,502
CD44-DT,3929
LINC02728,2264
LINC02740,2302
LOC107984377,1532
LOC124902739,1194
MRGPRF-AS1,2713
PGR-AS1,4370
SLC1A2-AS2,1118
USP2-AS1,28732
SLC1A2-AS1,1693
NRGN-AS1,1047
KIRREL3-AS2,1278
LOC101928894,1630
NCAM1-AS2,3168
ADM-DT,2710
LOC105369591,6223
LINC02708,3040
LINC02729,2135
LOC101928535,3361
LINC01001,4647
RPS6KB2-AS1,470
NDUFV1-DT,2612
LOC124902696,2129
LINC02695,699
LOC105369421,1538
EED,7989
LOC100132686,1132
LINC02762,11552
RNU6-44P,107
CREBZF,7580
WT1,8133
WT1-AS,10712
RAB39A,1885
TRIM51FP,812
TYRL,441
RPL18P8,515
TRIM51BP,1359
PPIAP43,504
BAK1P2,631
OR51A1P,946
OR7E12P,973
FAM86GP,971
RPS24P14,366
LOC100422398,696
WARS1P1,454
RPL36AP39,318
LOC124902610,1113
OR8Q1P,655
FOLR1P1,609
FOLR3P1,718
OR7E128P,1024
OR5E1P,927
ARPC3P4,532
RPL7AP57,784
RDXP1,1738
C1DP5,383
CASP1P2,2227
UNC93B5,1231
CCND2P1,799
MRGPRX7P,952
COX7CP3,190
SETP16,711
BCAS2P1,632
RAB30-DT,8780
COPS8P3,482
TRIM51EP,1516
TRIM64EP,1330
LOC390251,786
TRIM53CP,1358
ALG1L8P,760
ENPP7P7,1102
LINC02754,5065
CSTF3-DT,7553
OR7E13P,910
PRSS23-AS1,2614
TREHP1,511
LINC02750,5627
LINC02545,1578
LINC03031,1791
LINC02763,11712
MIR100HG,42650
LOC124902752,4001
LINC02733,5023
LINC02715,10327
LINC02706,5832
LOC124902769,1035
ENEMAL,1371
LINC02736,1396
TALAM1,8388
ZNRD2-DT,3631
RELA-DT,4971
OVOL1-AS1,787
MIR130AHG,3654
LOC105376520,2772
STX5-DT,2079
SNHG1,4317
LINC02989,2080
RNU7-49P,62
MORF4L1P3,950
KDM4F,2637
MRGPRG-AS1,3051
LOC101927708,13374
XNDC1CP,456
TRPC2,1612
STIM1-AS1,591
MRPL23-AS1,2017
LINC01219,1549
H19,3463
IGF2,7146
PPP1R1AP1,425
RNA5SP344,104
LINC02761,3755
GVQW3,20110
EMSY-DT,1344
LOC105369397,1713
TSKU-AS1,779
LOC124902684,1107
LNCROPM,1197
CBLIF,2402
TCN1,1500
OOSP3,879
SRD5A3P1,949
OOSP1,1116
OOSP4A,774
OOSP4B,1719
OOSP2,1763
MS4A3,2082
LINC02705,560
LINC02735,2901
FADS2B,1453
LOC107984364,1867
PRR33,3818
SELENOH,2064
LOC105369344,3159
NEAT1,22767
MALAT1,10468
KCNQ1-AS1,2468
SLC67A1-AS,3671
KCNQ1OT1,92625
BMPR1AP2,1012
SORL1-AS1,5980
LINC02953,2411
LINC02952,1577
LINC01488,4906
LINC02747,2463
FXYD6-AS1,1992
ZFP91-CNTF,2417
CNTF,1902
GLYAT,3115
LOC100420019,783
GLYATL1-AS1,20186
GLYATL1B,909
FAM111A-DT,4285
SAA3P,365
COLCA1,9342
PRDM10-DT,2874
ART2BP,499
ART2P,822
LOC105369376,1030
LINC01537,2465
PDE2A,7182
PDE2A-AS2,959
KIAA1549L,13498
LINC02722,5177
LINC02721,2010
LOC100419712,1838
RNU6-365P,106
LINC02739,2426
MIR3162,82
PATL1-DT,1232
RN7SKP192,327
OR10V1,930
OR10Y1P,974
OR10V3P,725
OR10V2P,764
FABP5P7,405
PPP1R14B-AS1,1290
LOC102723878,2167
LINC02723,1632
